word,pos_tag
keeps,VBZ
a,DT
very,RB
old,JJ
pair,NN
of,IN
scissors,NNS
in,IN
the,DT
bureau,NN
.,.
If,IN
you,PRP
want,VBP
to,TO
buy,VB
a,DT
new,JJ
pair,NN
of,IN
scissors,NNS
",",","
you,PRP
should,MD
go,VB
to,TO
the,DT
stationery,NN
store,NN
.,.
I,PRP
cut,VBD
my,PRP$
finger,NN
while,IN
using,VBG
the,DT
scissors,NNS
in,IN
a,DT
careless,JJ
manner,NN
.,.
Because,IN
someone,NN
left,VBD
the,DT
scissors,NNS
in,IN
the,DT
rain,NN
",",","
they,PRP
are,VBP
now,RB
rusty,JJ
.,.
My,PRP$
grandfather,NN
used,VBN
to,TO
sharpen,VB
our,PRP$
scissors,NNS
on,IN
a,DT
whetstone,NN
.,.
Scissors,NNS
were,VBD
first,RB
invented,VBN
by,IN
the,DT
ancient,JJ
Egyptians,NNPS
around,IN
1500,CD
B.C,NNP
.,.
Electricians,NNS
use,VBP
scissors,NNS
that,WDT
have,VBP
rubber,VBN
handles,NNS
to,TO
prevent,VB
getting,VBG
shocked,VBN
.,.
To,TO
make,VB
the,DT
party,NN
decorations,NNS
",",","
cut,VBD
the,DT
colored,JJ
paper,NN
with,IN
your,PRP$
scissors,NNS
.,.
Wipe,VB
your,PRP$
sneakers,NNS
on,IN
the,DT
mat,NN
.,.
Please,NNP
do,VBP
n't,RB
wash,VB
your,PRP$
sneakers,NNS
there,RB
.,.
Why,WRB
do,VBP
you,PRP
always,RB
wear,VBP
sneakers,NNS
?,.
Baily,NNP
has,VBZ
a,DT
pair,NN
of,IN
black,JJ
sneakers,NNS
.,.
I,PRP
like,IN
your,PRP$
sneakers,NNS
.,.
Who,WP
left,VBD
their,PRP$
sneakers,NNS
in,IN
the,DT
gym,NN
?,.
He,PRP
bought,VBD
some,DT
basketball,NN
sneakers,NNS
.,.
I,PRP
threw,VBD
out,RP
my,PRP$
old,JJ
sneakers,NNS
.,.
Sneakers,NNS
are,VBP
comfortable,JJ
.,.
There,EX
is,VBZ
a,DT
hole,NN
in,IN
my,PRP$
sneakers,NNS
.,.
The,DT
dog,NN
has,VBZ
chewed,VBN
up,RP
my,PRP$
sneakers,NNS
.,.
Please,NNP
take,VB
better,JJR
care,NN
of,IN
your,PRP$
sneakers,NNS
.,.
Where,WRB
did,VBD
you,PRP
get,VB
those,DT
wild,JJ
",",","
purple,JJ
sneakers,NNS
?,.
The,DT
little,JJ
boy,NN
spilled,VBD
ice,JJ
cream,NN
on,IN
his,PRP$
sneakers,NNS
.,.
Everybody,NN
should,MD
own,VB
a,DT
good,JJ
pair,NN
of,IN
sneakers,NNS
.,.
She,PRP
left,VBD
her,PRP
dirty,NN
sneakers,NNS
outside,IN
.,.
Be,NNP
careful,JJ
",",","
your,PRP$
sneakers,NNS
are,VBP
untied,JJ
.,.
I,PRP
've,VBP
heard,VBN
they,PRP
manufacture,VBP
special,JJ
sneakers,NNS
for,IN
women,NNS
.,.
Look,VB
",",","
you,PRP
've,VBP
gotten,VBN
paint,VBP
all,DT
over,IN
your,PRP$
brand,NN
new,JJ
sneakers,NNS
.,.
He,PRP
loves,VBZ
his,PRP$
sneakers,NNS
more,RBR
than,IN
his,PRP$
regular,JJ
shoes,NNS
.,.
My,PRP$
older,JJR
brother,NN
got,VBD
a,DT
job,NN
designing,VBG
fancy,JJ
",",","
custom-made,JJ
sneakers,NNS
.,.
Sally,RB
even,RB
bought,VBD
a,DT
pair,NN
of,IN
special,JJ
sneakers,NNS
for,IN
her,PRP$
dog,NN
.,.
Downtown,NNP
",",","
they,PRP
’,VBP
ve,NNS
opened,VBD
a,DT
special,JJ
store,NN
that,WDT
sells,VBZ
only,RB
sneakers,NNS
.,.
Sneakers,NNS
for,IN
children,NNS
are,VBP
cute,JJ
because,IN
they,PRP
are,VBP
so,RB
very,RB
small,JJ
.,.
She,PRP
saved,VBD
the,DT
sneakers,NNS
she,PRP
wore,VBD
while,IN
winning,VBG
the,DT
championship,NN
game,NN
.,.
These,DT
sneakers,NNS
are,VBP
so,RB
soft,JJ
I,PRP
could,MD
wear,VB
them,PRP
to,TO
sleep,VB
in,IN
.,.
For,IN
his,PRP$
birthday,NN
he,PRP
received,VBD
new,JJ
sneakers,NNS
and,CC
a,DT
pair,NN
of,IN
walking,VBG
shorts,NNS
.,.
Yes,UH
",",","
you,PRP
can,MD
find,VB
sneakers,NNS
upstairs,RB
in,IN
the,DT
shoe,NN
department,NN
.,.
In,IN
some,DT
countries,NNS
they,PRP
sell,VBP
sneakers,NNS
from,IN
stalls,NNS
on,IN
the,DT
street,NN
.,.
You,PRP
ca,MD
n't,RB
throw,VB
out,RP
my,PRP$
sneakers,NNS
because,IN
they,PRP
are,VBP
my,PRP$
favorite,JJ
shoes,NNS
.,.
He,PRP
wears,VBZ
blue,JJ
pajamas,NN
.,.
She,PRP
forgot,VBD
to,TO
pack,VB
pajamas,NN
.,.
Pick,VB
up,RP
your,PRP$
pajamas,NN
.,.
Those,DT
are,VBP
very,RB
nice,JJ
pajamas,NN
.,.
Infants,NNS
do,VBP
not,RB
wear,VB
pajamas,NN
.,.
Put,VB
away,RP
the,DT
winter,NN
pajamas,NN
.,.
It,PRP
's,VBZ
time,NN
to,TO
wash,VB
your,PRP$
pajamas,NN
.,.
She,PRP
tossed,VBD
her,PRP
pajamas,NN
on,IN
the,DT
bed,NN
.,.
Patsy,NNP
ca,MD
n't,RB
find,VB
her,PRP$
pajamas,NN
.,.
Do,VBP
n't,RB
put,VB
on,IN
those,DT
old,JJ
pajamas,NN
.,.
Where,WRB
did,VBD
you,PRP
buy,VB
that,IN
beautiful,JJ
pair,NN
of,IN
pajamas,NN
?,.
Martha,NNP
saved,VBD
her,PRP$
little,JJ
boy,NN
's,POS
first,JJ
pajamas,NN
as,IN
a,DT
keepsake,NN
.,.
Why,WRB
must,MD
you,PRP
always,RB
throw,VB
your,PRP$
pajamas,NN
on,IN
the,DT
floor,NN
?,.
Tom,NNP
bought,VBD
a,DT
crazy,JJ
pair,NN
of,IN
polka-dot,JJ
pajamas,NN
.,.
What,WP
have,VBP
you,PRP
done,VBN
with,IN
your,PRP$
pajamas,NNS
?,.
Instead,RB
of,IN
pajamas,NN
",",","
some,DT
men,NNS
used,VBN
to,TO
wear,VB
nightshirts,NNS
.,.
Keep,VB
your,PRP$
clean,JJ
pajamas,NN
in,IN
that,DT
chest,NN
of,IN
drawers,NNS
.,.
You,PRP
ca,MD
n't,RB
wear,VB
those,DT
pajamas,NNS
outside,RB
.,.
On,IN
what,WP
floor,NN
will,MD
I,PRP
find,VB
the,DT
pajamas,NN
?,.
I,PRP
brought,VBD
my,PRP$
own,JJ
pajamas,NN
to,TO
sleep,VB
in,IN
at,IN
the,DT
hospital,NN
.,.
They,PRP
sat,VBD
in,IN
their,PRP$
pajamas,NN
all,DT
morning,NN
drinking,NN
coffee,NN
and,CC
talking,VBG
about,IN
the,DT
trip,NN
.,.
In,IN
the,DT
morning,NN
my,PRP$
mother,NN
always,RB
wears,VBZ
a,DT
robe,NN
over,IN
her,PRP$
pajamas,NN
.,.
If,IN
I,PRP
do,VBP
n't,RB
get,VB
some,DT
new,JJ
pajamas,NN
soon,RB
",",","
I,PRP
do,VBP
n't,RB
know,VB
what,WP
I,PRP
'll,MD
do,VB
.,.
In,IN
summer,NN
in,IN
Japan,NNP
some,DT
people,NNS
wear,VBP
a,DT
robe,NN
called,VBN
a,DT
yukata,NN
instead,RB
of,IN
pajamas,NN
.,.
Of,IN
course,NN
soldiers,NNS
do,VBP
n't,RB
sleep,VB
in,IN
pajamas,NN
when,WRB
they,PRP
're,VBP
on,IN
maneuvers,NNS
.,.
My,PRP$
sister,NN
always,RB
wears,VBZ
a,DT
nightgown,NN
because,IN
she,PRP
does,VBZ
n't,RB
like,VB
pajamas,NN
.,.
I,PRP
'm,VBP
looking,VBG
for,IN
some,DT
red-and-white-striped,JJ
pajamas,NN
to,TO
wear,VB
on,IN
Christmas,NNP
Eve,NNP
.,.
Do,VBP
n't,RB
you,PRP
think,VBP
it,PRP
's,VBZ
time,NN
to,TO
take,VB
off,RP
your,PRP$
pajamas,NN
and,CC
get,VB
dressed,VBN
?,.
How,WRB
about,IN
giving,VBG
your,PRP$
brother,NN
some,DT
expensive,JJ
pajamas,NN
for,IN
his,PRP$
birthday,NN
?,.
On,IN
the,DT
trip,NN
",",","
he,PRP
bought,VBD
a,DT
pair,NN
of,IN
lovely,JJ
silk,NN
pajamas,NN
for,IN
his,PRP$
wife,NN
.,.
That,DT
family,NN
raises,VBZ
sheep,RB
.,.
The,DT
sheep,NN
are,VBP
eating,VBG
grass,NN
.,.
We,PRP
get,VBP
wool,JJ
from,IN
sheep,JJ
.,.
Dogs,NNS
are,VBP
used,VBN
to,TO
herd,VB
sheep,NN
.,.
The,DT
English,NNP
are,VBP
fond,NN
of,IN
sheep,NN
.,.
A,DT
baby,NN
sheep,NN
is,VBZ
called,VBN
a,DT
lamb,NN
.,.
I,PRP
saw,VBD
some,DT
sheep,NN
on,IN
the,DT
ranch,NN
.,.
Wolves,NNS
often,RB
kill,VBP
sheep,JJ
.,.
Mary,JJ
wants,VBZ
to,TO
have,VB
a,DT
pet,JJ
sheep,NN
.,.
How,WRB
many,JJ
sheep,VBP
do,VBP
they,PRP
have,VB
?,.
Sheep,NNP
are,VBP
very,RB
gentle,JJ
animals,NNS
that,WDT
cause,VBP
no,DT
harm,NN
.,.
A,DT
shepherd,NN
is,VBZ
a,DT
person,NN
who,WP
takes,VBZ
care,NN
of,IN
sheep,NN
.,.
The,DT
children,NNS
are,VBP
playing,VBG
in,IN
the,DT
field,NN
near,IN
the,DT
sheep,NN
.,.
Fine,JJ
wool,NN
from,IN
sheep,NN
is,VBZ
used,VBN
to,TO
make,VB
sweaters,NNS
.,.
He,PRP
saw,VBD
many,JJ
large,JJ
flocks,NNS
of,IN
sheep,NN
while,IN
in,IN
England,NNP
.,.
Many,JJ
sheep,NN
can,MD
be,VB
found,VBN
in,IN
the,DT
western,JJ
United,NNP
States,NNPS
.,.
Most,JJS
sheep,JJ
are,VBP
white,JJ
but,CC
some,DT
are,VBP
also,RB
black,JJ
.,.
Wild,JJ
sheep,NN
are,VBP
often,RB
hunted,VBN
for,IN
sport,NN
.,.
Sheep,NNP
meat,NN
",",","
called,VBN
mutton,NN
",",","
is,VBZ
often,RB
eaten,JJ
during,IN
Easter,NNP
.,.
Male,NNP
sheep,VBP
that,IN
live,VBP
in,IN
the,DT
mountains,NNS
have,VBP
very,RB
large,JJ
horns,NNS
.,.
The,DT
rancher,NN
took,VBD
his,PRP$
flock,NN
of,IN
sheep,NN
out,IN
into,IN
the,DT
green,JJ
fields,NNS
to,TO
graze,VB
on,IN
grass,NN
.,.
In,IN
early,JJ
spring,NN
the,DT
fleece,NN
is,VBZ
sheared,VBN
from,IN
sheep,NN
and,CC
sold,VBD
to,TO
make,VB
wool,NN
.,.
In,IN
the,DT
Middle,NNP
East,NNP
the,DT
meat,NN
from,IN
sheep,NN
is,VBZ
used,VBN
as,IN
a,DT
primary,JJ
source,NN
of,IN
food,NN
.,.
The,DT
sound,NN
that,IN
sheep,JJ
make,VBP
when,WRB
they,PRP
are,VBP
afraid,JJ
or,CC
hungry,JJ
is,VBZ
called,VBN
bleating,NN
.,.
There,EX
are,VBP
many,JJ
factories,NNS
in,IN
England,NNP
that,WDT
use,VBP
the,DT
fleece,NN
from,IN
sheep,NN
to,TO
make,VB
woolen,JJ
garments,NNS
.,.
The,DT
zoologists,NNS
are,VBP
trying,VBG
to,TO
identify,VB
all,DT
of,IN
the,DT
species,NNS
of,IN
sheep,NN
in,IN
the,DT
world,NN
.,.
Thomas,NNP
has,VBZ
decided,VBN
to,TO
become,VB
a,DT
sheep,JJ
rancher,NN
like,IN
his,PRP$
father,NN
when,WRB
he,PRP
grows,VBZ
up,RP
.,.
In,IN
Christianity,NNP
sheep,NN
are,VBP
a,DT
symbol,NN
for,IN
humanity,NN
and,CC
the,DT
shepherd,NN
a,DT
symbol,NN
for,IN
Christ,NNP
.,.
In,IN
Australia,NNP
",",","
Great,NNP
Britain,NNP
",",","
and,CC
the,DT
U.S.,NNP
",",","
flocks,NNS
of,IN
sheep,NN
are,VBP
put,VBN
into,IN
pens,NNS
at,IN
night,NN
.,.
The,DT
average,JJ
life-span,JJ
for,IN
domesticated,JJ
sheep,NN
is,VBZ
from,IN
ten,VBG
to,TO
twelve,VB
years,NNS
.,.
Fish,JJ
live,VBP
in,IN
water,NN
.,.
Fish,NN
are,VBP
often,RB
kept,VBN
as,IN
pets,NNS
.,.
Some,DT
fish,JJ
swim,JJ
very,RB
fast,RB
.,.
They,PRP
had,VBD
fish,NN
for,IN
dinner,NN
.,.
Tropical,JJ
fish,NN
are,VBP
colorful,JJ
.,.
I,PRP
have,VBP
two,CD
fish,NN
in,IN
a,DT
bowl,NN
.,.
He,PRP
bought,VBD
a,DT
fish,NN
at,IN
the,DT
store,NN
.,.
At,IN
the,DT
aquarium,NN
we,PRP
looked,VBD
at,IN
many,JJ
fish,JJ
.,.
We,PRP
caught,VBD
fish,RB
from,IN
the,DT
creek,NN
.,.
Sushi,NNP
is,VBZ
raw,JJ
fish,NN
.,.
My,PRP$
father,NN
cleaned,VBD
the,DT
fish,NN
when,WRB
we,PRP
came,VBD
home,RB
.,.
The,DT
manta,NN
ray,NN
is,VBZ
a,DT
very,RB
strange,JJ
looking,VBG
fish,NN
.,.
Penguins,NNS
everywhere,RB
live,VBP
on,IN
a,DT
diet,NN
of,IN
fish,NN
.,.
In,IN
seacoast,JJ
cities,NNS
one,CD
can,MD
find,VB
the,DT
most,RBS
delicious,JJ
fish,NN
.,.
My,PRP$
mother,NN
rarely,RB
cooked,VBD
fish,JJ
for,IN
supper,NN
.,.
On,IN
my,PRP$
uncle,NN
's,POS
farm,NN
was,VBD
a,DT
pond,NN
containing,VBG
many,JJ
fish,NN
.,.
A,DT
great,JJ
variety,NN
of,IN
fish,JJ
live,NN
in,IN
the,DT
world,NN
's,POS
oceans,NNS
.,.
Fresh,JJ
fish,NN
with,IN
lemon,JJ
butter,NN
is,VBZ
my,PRP$
favorite,JJ
dish,NN
.,.
Larger,NNP
fish,JJ
often,RB
eat,VBP
smaller,JJR
fish,NN
.,.
Fish,JJ
lay,NN
eggs,NNS
in,IN
the,DT
water,NN
and,CC
wait,NN
for,IN
them,PRP
to,TO
hatch,VB
.,.
We,PRP
had,VBD
toasted,VBN
tuna,JJ
fish,JJ
sandwiches,NNS
with,IN
melted,JJ
cheese,NN
for,IN
our,PRP$
lunch,NN
.,.
Dolphins,NNS
",",","
porpoises,NNS
",",","
and,CC
whales,NNS
are,VBP
actually,RB
not,RB
fish,JJ
but,CC
warm-blooded,JJ
mammals,NNS
.,.
Jane,NNP
loved,VBD
Bob,NNP
's,POS
tropical,JJ
shirt,NN
",",","
which,WDT
was,VBD
covered,VBN
with,IN
patterns,NNS
of,IN
various,JJ
types,NNS
of,IN
fish,NN
.,.
In,IN
the,DT
very,RB
deep,JJ
ocean,NN
there,EX
are,VBP
fish,JJ
with,IN
luminous,JJ
colors,NNS
on,IN
their,PRP$
bodies,NNS
.,.
In,IN
the,DT
mountains,NNS
of,IN
California,NNP
people,NNS
catch,VBP
trout,NN
",",","
a,DT
fish,NN
that,WDT
is,VBZ
delicious,JJ
to,TO
eat,VB
.,.
In,IN
Thailand,NNP
",",","
we,PRP
enjoyed,VBP
fresh,JJ
fish,NN
and,CC
fruit,NN
in,IN
a,DT
restaurant,NN
situated,VBN
on,IN
the,DT
beach,NN
.,.
Tourists,NNS
love,VBP
to,TO
go,VB
to,TO
Tsukiji,NNP
in,IN
Tokyo,NNP
to,TO
see,VB
the,DT
most,RBS
famous,JJ
fish,JJ
market,NN
in,IN
Japan,NNP
.,.
Margaret,NNP
decided,VBD
to,TO
become,VB
a,DT
marine,JJ
biologist,NN
in,IN
order,NN
to,TO
study,VB
fish,JJ
and,CC
other,JJ
ocean,JJ
creatures,NNS
.,.
Prehistoric,JJ
fish,NN
were,VBD
very,RB
odd-looking,JJ
",",","
and,CC
some,DT
even,RB
had,VBD
armored,VBN
scales,NNS
.,.
In,IN
the,DT
northern,JJ
United,NNP
States,NNPS
a,DT
fish,NN
called,VBN
pike,NN
is,VBZ
caught,VBN
for,IN
sport,NN
but,CC
never,RB
eaten,RB
.,.
Every,NNP
human,JJ
needs,VBZ
food,NN
.,.
Dogs,NNP
eat,VBD
food,NN
from,IN
a,DT
dish,NN
.,.
My,PRP$
mother,NN
buys,VBZ
food,NN
at,IN
the,DT
store,NN
.,.
James,NNP
likes,VBZ
sweet,JJ
food,NN
.,.
They,PRP
put,VBD
the,DT
food,NN
in,IN
bags,NNS
.,.
We,PRP
went,VBD
to,TO
look,VB
for,IN
food,NN
.,.
Take,VB
the,DT
food,NN
with,IN
you,PRP
.,.
Waiters,NNS
serve,VBP
food,NN
.,.
My,PRP$
favorite,JJ
food,NN
is,VBZ
pasta,JJ
.,.
Everyone,NN
needs,VBZ
healthy,JJ
food,NN
.,.
My,PRP$
uncle,JJ
ate,VB
too,RB
much,JJ
food,NN
at,IN
dinner,NN
.,.
The,DT
food,NN
was,VBD
brought,VBN
on,IN
beautiful,NN
plates,NNS
.,.
Fishermen,NNS
find,VBP
food,NN
in,IN
the,DT
world,NN
's,POS
oceans,NNS
.,.
She,PRP
prepared,VBD
the,DT
food,NN
in,IN
a,DT
lovely,JJ
manner,NN
.,.
The,DT
campers,NNS
did,VBD
not,RB
bring,VB
enough,RB
food,NN
.,.
Canned,VBN
food,NN
is,VBZ
convenient,JJ
but,CC
not,RB
tasty,JJ
.,.
In,IN
France,NNP
people,NNS
gather,VBP
snails,NNS
for,IN
food,NN
.,.
We,PRP
found,VBD
plenty,RB
to,TO
drink,VB
but,CC
no,DT
food,NN
.,.
Sheep,NNP
and,CC
cows,VBZ
eat,NN
grass,NN
for,IN
food,NN
.,.
In,IN
Asia,NNP
rice,NN
is,VBZ
a,DT
primary,JJ
food,NN
for,IN
most,JJS
people,NNS
.,.
Bees,NNP
construct,NN
beehives,NNS
and,CC
turn,VB
pollen,VBN
from,IN
flowers,NNS
into,IN
food,NN
.,.
Many,JJ
wealthy,JJ
people,NNS
enjoy,VBP
fancy,JJ
food,NN
in,IN
fine,JJ
restaurants,NNS
.,.
The,DT
market,NN
near,IN
my,PRP$
house,NN
no,RB
longer,RB
sells,VBZ
my,PRP$
favorite,JJ
food,NN
.,.
She,PRP
is,VBZ
hard,JJ
to,TO
please,VB
because,IN
she,PRP
wants,VBZ
only,RB
the,DT
most,RBS
expensive,JJ
food,NN
.,.
For,IN
most,JJS
people,NNS
",",","
nothing,NN
is,VBZ
better,JJR
than,IN
home-cooked,JJ
food,NN
.,.
I,PRP
love,VBP
the,DT
taste,NN
of,IN
certain,JJ
special,JJ
kinds,NNS
of,IN
food,NN
in,IN
the,DT
autumn,NN
.,.
Junk,NNP
food,NN
had,VBD
become,VBN
too,RB
popular,JJ
among,IN
many,JJ
people,NNS
these,DT
days,NNS
.,.
Are,VBP
you,PRP
going,VBG
to,TO
have,VB
Japanese,JJ
or,CC
Western,JJ
food,NN
for,IN
breakfast,NN
?,.
Many,JJ
travelers,NNS
can,MD
not,RB
eat,VB
the,DT
local,JJ
food,NN
easily,RB
so,RB
they,PRP
lose,VBP
weight,NN
.,.
I,PRP
grow,VBP
fruit,NN
.,.
They,PRP
love,VBP
fruit,NN
.,.
An,DT
orange,NN
is,VBZ
a,DT
fruit,NN
.,.
That,DT
restaurant,NN
serves,VBZ
delicious,JJ
fruit,NN
.,.
Some,DT
fruit,NN
is,VBZ
as,RB
sweet,JJ
as,IN
candy,NN
.,.
She,PRP
always,RB
has,VBZ
fruit,NN
for,IN
breakfast,NN
.,.
Monkeys,NNP
often,RB
eat,VBZ
fruit,NN
.,.
Is,VBZ
fish,JJ
healthier,JJR
than,IN
fruit,NN
?,.
Sam,NNP
does,VBZ
not,RB
like,VB
fruit,NN
.,.
Many,JJ
children,NNS
picked,VBD
the,DT
fruit,NN
.,.
The,DT
men,NNS
are,VBP
having,VBG
fruit,NN
with,IN
their,PRP$
dinner,NN
.,.
Soon,NNP
my,PRP$
mother,NN
will,MD
arrive,VB
with,IN
three,CD
boxes,NNS
of,IN
fruit,NN
.,.
Nicole,NNP
discovered,VBD
that,IN
fruit,NN
is,VBZ
popular,JJ
everywhere,RB
.,.
Which,NNP
fruit,NN
has,VBZ
the,DT
most,RBS
seeds,JJ
inside,IN
of,IN
it,PRP
?,.
We,PRP
kept,VBD
the,DT
fruit,NN
cool,NN
in,IN
the,DT
refrigerator,NN
.,.
There,EX
are,VBP
many,JJ
kinds,NNS
of,IN
fruit,NN
in,IN
the,DT
world,NN
.,.
Mark,NNP
dislikes,VBZ
fruit,NN
that,WDT
is,VBZ
hard,JJ
to,TO
peel,VB
.,.
Roberta,NNP
and,CC
I,PRP
baked,VBD
a,DT
pie,NN
made,VBN
from,IN
fruit,NN
.,.
We,PRP
always,RB
see,VBP
red,JJ
fruit,NN
in,IN
the,DT
autumn,NN
.,.
As,IN
a,DT
child,NN
my,PRP$
favorite,JJ
fruit,NN
was,VBD
watermelon,NN
.,.
Some,DT
stores,NNS
and,CC
restaurants,NNS
grow,VBP
their,PRP$
own,JJ
fruit,NN
on,IN
special,JJ
farms,NNS
.,.
Mary,NNP
thinks,VBZ
that,IN
the,DT
best,JJS
seasons,NNS
for,IN
fruit,NN
are,VBP
summer,NN
and,CC
fall,NN
.,.
Many,JJ
kinds,NNS
of,IN
fruit,NN
have,VBP
tough,JJ
skin,NN
on,IN
the,DT
outside,JJ
that,IN
people,NNS
throw,VBP
away,RB
.,.
Countries,NNS
that,WDT
sell,VBP
fruit,RB
tend,VBP
to,TO
have,VB
warm,NN
or,CC
mild,JJ
climates,NNS
.,.
We,PRP
searched,VBD
for,IN
a,DT
whole,JJ
week,NN
to,TO
find,VB
the,DT
rare,JJ
fruit,NN
you,PRP
mentioned,VBD
.,.
My,PRP$
grandmother,NN
put,VBD
a,DT
lot,NN
of,IN
fruit,NN
in,IN
baskets,NNS
on,IN
her,PRP$
table,NN
.,.
In,IN
winter,NN
I,PRP
can,MD
not,RB
have,VB
as,RB
much,JJ
fruit,NN
as,IN
I,PRP
would,MD
like,VB
to,TO
have,VB
.,.
They,PRP
looked,VBD
at,IN
pictures,NNS
of,IN
fruit,NN
from,IN
all,DT
around,IN
the,DT
world,NN
.,.
She,PRP
decided,VBD
to,TO
take,VB
the,DT
fruit,NN
outside,IN
and,CC
wash,VB
it,PRP
with,IN
a,DT
hose,NN
.,.
My,PRP$
uncle,NN
once,RB
traded,VBD
his,PRP$
hat,NN
for,IN
three,CD
large,JJ
pieces,NNS
of,IN
fruit,NN
.,.
In,IN
the,DT
past,JJ
people,NNS
gathered,VBD
fruit,NN
and,CC
vegetables,NNS
from,IN
nature,NN
.,.
There,EX
is,VBZ
much,JJ
information,NN
in,IN
books,NNS
.,.
I,PRP
have,VBP
no,DT
information,NN
about,IN
it,PRP
.,.
The,DT
policeman,NN
gave,VBD
me,PRP
that,IN
information,NN
.,.
Tell,VB
the,DT
students,NNS
to,TO
save,VB
the,DT
information,NN
.,.
What,WP
information,NN
did,VBD
you,PRP
find,VB
out,RP
?,.
She,PRP
collects,VBZ
information,NN
about,IN
everyone,NN
.,.
What,WP
kind,NN
of,IN
information,NN
do,VBP
you,PRP
want,VB
?,.
There,EX
was,VBD
very,RB
little,JJ
information,NN
in,IN
the,DT
paper,NN
.,.
Bill,NNP
asked,VBD
John,NNP
for,IN
the,DT
information,NN
.,.
That,DT
information,NN
is,VBZ
too,RB
old,JJ
to,TO
be,VB
helpful,JJ
.,.
The,DT
explorers,NNS
returned,VBD
with,IN
valuable,JJ
information,NN
.,.
There,EX
is,VBZ
very,RB
little,JJ
good,JJ
information,NN
in,IN
that,DT
magazine,NN
.,.
How,WRB
should,MD
we,PRP
use,VB
the,DT
information,NN
we,PRP
gathered,VBD
yesterday,NN
?,.
He,PRP
decided,VBD
he,PRP
needed,VBD
to,TO
get,VB
more,JJR
information,NN
about,IN
Argentina,NNP
.,.
Jane,NNP
seemed,VBD
shy,JJ
",",","
but,CC
she,PRP
could,MD
find,VB
information,NN
about,IN
almost,RB
anything,NN
.,.
We,PRP
've,VBP
decided,VBN
to,TO
help,VB
you,PRP
by,IN
getting,VBG
the,DT
information,NN
to,TO
your,PRP$
parents,NNS
.,.
My,PRP$
Uncle,NN
Bill,NNP
discovered,VBN
information,NN
about,IN
himself,PRP
online,VBP
.,.
The,DT
coach,NN
wanted,VBD
to,TO
get,VB
more,JJR
information,NN
about,IN
the,DT
opposing,VBG
team,NN
.,.
Kathryn,NNP
told,VBD
me,PRP
you,PRP
would,MD
like,VB
the,DT
information,NN
by,IN
Friday,NNP
.,.
They,PRP
gave,VBD
the,DT
information,NN
to,TO
students,NNS
on,IN
a,DT
handout,NN
.,.
We,PRP
posted,VBD
information,NN
about,IN
some,DT
famous,JJ
19th-century,JJ
paintings,NNS
on,IN
our,PRP$
website,NN
.,.
The,DT
Internet,NNP
is,VBZ
a,DT
valuable,JJ
modern,JJ
tool,NN
for,IN
finding,VBG
information,NN
quickly,RB
.,.
Whenever,WRB
I,PRP
need,VBP
to,TO
buy,VB
something,NN
new,JJ
",",","
I,PRP
search,VBP
for,IN
information,NN
in,IN
a,DT
catalogue,NN
.,.
Susan,NNP
was,VBD
very,RB
eager,JJ
to,TO
obtain,VB
information,NN
about,IN
the,DT
buildings,NNS
of,IN
ancient,JJ
Rome,NNP
.,.
Did,NNP
you,PRP
make,VBP
sure,JJ
the,DT
customers,NNS
received,VBN
information,NN
about,IN
the,DT
new,JJ
products,NNS
?,.
Jason,NNP
wrote,VBD
to,TO
the,DT
embassy,NN
to,TO
ask,VB
for,IN
information,NN
for,IN
his,PRP$
trip,NN
to,TO
South,NNP
America,NNP
.,.
I,PRP
'm,VBP
very,RB
curious,JJ
about,IN
how,WRB
engines,JJ
work,NN
so,RB
will,MD
try,VB
to,TO
get,VB
that,DT
information,NN
soon,RB
.,.
People,NNS
gathered,VBD
in,IN
the,DT
café,NN
to,TO
share,NN
news,NN
and,CC
exchange,NN
information,NN
.,.
The,DT
Boy,NNP
Scouts,NNP
was,VBD
begun,VBN
in,IN
1910,CD
according,VBG
to,TO
some,DT
information,NN
that,IN
I,PRP
read,VBP
.,.
Many,JJ
volunteers,NNS
were,VBD
there,RB
to,TO
pass,VB
out,RP
information,NN
concerning,VBG
the,DT
upcoming,JJ
election,NN
.,.
He,PRP
's,VBZ
paid,VBN
a,DT
great,JJ
amount,NN
of,IN
money,NN
.,.
There,EX
is,VBZ
no,DT
money,NN
in,IN
the,DT
bank,NN
.,.
Should,MD
I,PRP
loan,NN
you,PRP
some,DT
money,NN
?,.
She,PRP
will,MD
use,VB
her,PRP$
money,NN
for,IN
a,DT
trip,NN
.,.
We,PRP
could,MD
not,RB
find,VB
the,DT
money,NN
.,.
Aunt,NNP
Helen,NNP
always,RB
sends,VBZ
us,PRP
money,NN
.,.
He,PRP
won,VBD
a,DT
lot,NN
of,IN
money,NN
as,IN
a,DT
prize,NN
.,.
Please,VB
remember,VB
to,TO
bring,VB
some,DT
money,NN
.,.
Do,VBP
they,PRP
still,RB
have,VBP
money,NN
left,VBN
?,.
How,WRB
much,JJ
money,NN
did,VBD
Amber,NNP
spend,VB
?,.
The,DT
corporations,NNS
made,VBD
a,DT
great,JJ
deal,NN
of,IN
money,NN
.,.
The,DT
hikers,NNS
found,VBD
some,DT
money,NN
buried,VBN
under,IN
a,DT
tree,NN
.,.
No,DT
one,NN
I,PRP
know,VBP
has,VBZ
very,RB
much,JJ
money,NN
.,.
The,DT
ancient,JJ
